epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.34396085143089294,1.668172001838684,0.42685025930404663,1.5288078784942627,0.0010000000474974513
2,0.38937249779701233,1.5649782419204712,0.42606791853904724,1.5050548315048218,0.0010000000474974513
3,0.4006991684436798,1.5412486791610718,0.43780314922332764,1.4725837707519531,0.0010000000474974513
4,0.404439777135849,1.5301836729049683,0.4226255714893341,1.5081361532211304,0.0010000000474974513
5,0.41307464241981506,1.5114847421646118,0.4443748891353607,1.4751845598220825,0.0010000000474974513
6,0.4142632484436035,1.5145183801651,0.4623689651489258,1.4415901899337769,0.0010000000474974513
7,0.41650059819221497,1.5046454668045044,0.45219841599464417,1.458836317062378,0.0010000000474974513
8,0.41845831274986267,1.5004504919052124,0.450633704662323,1.4440734386444092,0.0010000000474974513
9,0.4239118993282318,1.4844709634780884,0.45282429456710815,1.4372090101242065,0.00020000000949949026
10,0.43062400817871094,1.4722137451171875,0.45798778533935547,1.4313325881958008,0.00020000000949949026
11,0.43079879879951477,1.470045804977417,0.45329368114471436,1.4340909719467163,4.0000002627493814e-05
12,0.5524558424949646,1.1743173599243164,0.5413863062858582,1.2057671546936035,9.999999747378752e-06
13,0.5567208528518677,1.1624046564102173,0.5454545617103577,1.1905312538146973,9.999999747378752e-06
14,0.5568257570266724,1.165954351425171,0.5476451516151428,1.1809605360031128,9.999999747378752e-06
15,0.5637475848197937,1.150364875793457,0.5526521801948547,1.1719127893447876,9.999999747378752e-06
16,0.5644118189811707,1.1424775123596191,0.5539039373397827,1.1670883893966675,9.999999747378752e-06
17,0.5674182772636414,1.1321560144424438,0.5576592087745667,1.1499829292297363,9.999999747378752e-06
18,0.5737109184265137,1.1217950582504272,0.5540603995323181,1.1589645147323608,9.999999747378752e-06
19,0.5738507509231567,1.120501160621643,0.5560945272445679,1.1586145162582397,9.999999747378752e-06
20,0.5807725787162781,1.1088932752609253,0.561570942401886,1.1473017930984497,9.999999747378752e-06
21,0.5808424949645996,1.0983340740203857,0.5625097751617432,1.1407734155654907,9.999999747378752e-06
22,0.5816465616226196,1.0926927328109741,0.5664215087890625,1.1437911987304688,9.999999747378752e-06
23,0.587274968624115,1.0894603729248047,0.5642309784889221,1.154484510421753,9.999999747378752e-06
24,0.5897220969200134,1.0847115516662598,0.5672038793563843,1.1419761180877686,9.999999747378752e-06
25,0.5934627056121826,1.0727617740631104,0.5703333020210266,1.1384652853012085,9.999999747378752e-06
26,0.596958577632904,1.0646735429763794,0.570020318031311,1.1378470659255981,9.999999747378752e-06
27,0.5969235897064209,1.0614924430847168,0.5745579600334167,1.1274113655090332,9.999999747378752e-06
28,0.5987065434455872,1.0548278093338013,0.567986249923706,1.1391651630401611,9.999999747378752e-06
29,0.6039503812789917,1.048652172088623,0.5745579600334167,1.1276490688323975,9.999999747378752e-06
30,0.6034609079360962,1.0499500036239624,0.5745579600334167,1.1285687685012817,9.999999747378752e-06
